USERID,CHECKTIME,CHECKTYPE,VERIFYCODE,SENSORID,Memoinfo,WorkCode,sn,UserExtFmt
12,"08/12/25 16:12:06","O",1,"1",,"0","A8N5232361065",1
12,"08/13/25 08:15:46","O",1,"1",,"0","A8N5232361065",1
12,"08/13/25 16:44:59","i",1,"1",,"0","A8N5232361065",1
12,"08/13/25 17:02:41","i",1,"1",,"0","A8N5232361065",1
12,"08/17/25 08:12:17","I",1,"1",,"0","A8N5232361065",1
12,"08/17/25 16:51:20","O",1,"1",,"0","A8N5232361065",1
12,"08/27/25 07:43:04","O",1,"1",,"0","A8N5232361065",1
12,"08/28/25 08:00:17","I",1,"1",,"0","A8N5232361065",1
12,"08/31/25 07:47:16","I",1,"1",,"0","A8N5232361065",1
12,"09/01/25 07:49:12","I",1,"1",,"0","A8N5232361065",1
12,"09/07/25 07:45:35","I",1,"1",,"0","A8N5232361065",1
12,"09/08/25 08:04:37","I",1,"1",,"0","A8N5232361065",1
12,"09/09/25 07:31:47","O",1,"1",,"0","A8N5232361065",1
12,"10/01/25 07:57:28","I",1,"1",,"0","A8N5232361065",1
12,"10/02/25 07:55:29","I",1,"1",,"0","A8N5232361065",1
12,"10/02/25 17:23:49","O",1,"1",,"0","A8N5232361065",1
12,"10/05/25 07:49:32","O",1,"1",,"0","A8N5232361065",1
12,"11/25/25 12:40:43","O",1,"1",,"0","A8N5232361065",1
12,"11/30/25 08:05:14","I",1,"1",,"0","A8N5232361065",1
12,"12/01/25 07:58:00","I",1,"1",,"0","A8N5232361065",1
12,"12/03/25 07:44:23","O",1,"1",,"0","A8N5232361065",1
12,"12/05/25 08:20:28","I",1,"1",,"0","A8N5232361065",1
12,"12/05/25 15:40:49","I",1,"1",,"0","A8N5232361065",1
12,"12/07/25 08:14:36","I",1,"1",,"0","A8N5232361065",1
12,"12/08/25 08:05:11","I",1,"1",,"0","A8N5232361065",1
12,"12/09/25 08:06:05","I",1,"1",,"0","A8N5232361065",1
12,"12/10/25 08:10:32","I",1,"1",,"0","A8N5232361065",1
12,"12/11/25 08:04:43","I",1,"1",,"0","A8N5232361065",1
12,"12/14/25 07:51:31","I",1,"1",,"0","A8N5232361065",1
12,"12/15/25 09:37:40","O",1,"1",,"0","A8N5232361065",1
12,"12/15/25 16:09:01","O",1,"1",,"0","A8N5232361065",1
12,"12/16/25 07:42:46","I",1,"1",,"0","A8N5232361065",1
12,"12/17/25 07:42:53","I",1,"1",,"0","A8N5232361065",1
12,"12/17/25 16:14:09","O",1,"1",,"0","A8N5232361065",1
12,"12/18/25 08:43:48","o",1,"1",,"0","A8N5232361065",1
12,"12/18/25 16:12:05","O",1,"1",,"0","A8N5232361065",1
12,"12/21/25 09:20:39","O",1,"1",,"0","A8N5232361065",1
12,"12/22/25 16:02:25","O",1,"1",,"0","A8N5232361065",1
12,"12/23/25 16:01:26","O",1,"1",,"0","A8N5232361065",1
12,"12/24/25 08:07:07","I",1,"1",,"0","A8N5232361065",1
12,"12/24/25 15:58:19","I",1,"1",,"0","A8N5232361065",1
12,"12/25/25 08:05:16","I",1,"1",,"0","A8N5232361065",1
12,"12/28/25 08:19:54","I",1,"1",,"0","A8N5232361065",1
12,"12/28/25 17:04:06","O",1,"1",,"0","A8N5232361065",1
12,"12/29/25 08:08:49","O",1,"1",,"0","A8N5232361065",1
12,"12/29/25 16:58:26","O",1,"1",,"0","A8N5232361065",1
12,"12/30/25 07:56:31","I",1,"1",,"0","A8N5232361065",1
12,"12/30/25 17:12:54","O",1,"1",,"0","A8N5232361065",1
12,"12/31/25 07:54:46","I",1,"1",,"0","A8N5232361065",1
12,"12/31/25 16:13:10","O",1,"1",,"0","A8N5232361065",1
12,"01/01/26 08:03:22","I",1,"1",,"0","A8N5232361065",1
12,"01/01/26 16:33:08","O",1,"1",,"0","A8N5232361065",1
12,"01/02/26 08:00:17","O",1,"1",,"0","A8N5232361065",1
12,"01/02/26 08:00:31","I",1,"1",,"0","A8N5232361065",1
12,"01/02/26 08:00:33","I",1,"1",,"0","A8N5232361065",1
12,"01/02/26 16:56:11","i",1,"1",,"0","A8N5232361065",1
12,"01/04/26 07:58:35","O",1,"1",,"0","A8N5232361065",1
12,"01/04/26 16:17:58","O",1,"1",,"0","A8N5232361065",1
12,"01/05/26 08:00:51","I",1,"1",,"0","A8N5232361065",1
12,"01/05/26 16:20:48","O",1,"1",,"0","A8N5232361065",1
12,"01/20/26 08:08:26","I",1,"1",,"0","A8N5232361065",1
12,"01/20/26 16:01:02","O",1,"1",,"0","A8N5232361065",1
12,"01/22/26 07:57:31","I",1,"1",,"0","A8N5232361065",1
12,"01/22/26 15:58:29","I",1,"1",,"0","A8N5232361065",1
12,"01/25/26 08:10:57","I",1,"1",,"0","A8N5232361065",1
12,"01/26/26 08:04:04","I",1,"1",,"0","A8N5232361065",1
12,"01/26/26 16:00:23","O",1,"1",,"0","A8N5232361065",1
12,"01/27/26 08:02:45","I",1,"1",,"0","A8N5232361065",1
12,"01/27/26 16:07:19","O",1,"1",,"0","A8N5232361065",1
12,"01/29/26 08:10:18","I",1,"1",,"0","A8N5232361065",1
12,"01/29/26 16:15:40","O",1,"1",,"0","A8N5232361065",1
12,"02/01/26 08:06:35","I",1,"1",,"0","A8N5232361065",1
12,"02/01/26 16:12:01","O",1,"1",,"0","A8N5232361065",1
12,"02/01/26 16:12:02","O",1,"1",,"0","A8N5232361065",1
12,"02/02/26 08:09:12","I",1,"1",,"0","A8N5232361065",1
12,"02/02/26 16:10:12","O",1,"1",,"0","A8N5232361065",1
12,"02/03/26 07:54:53","I",1,"1",,"0","A8N5232361065",1
12,"02/03/26 16:07:48","O",1,"1",,"0","A8N5232361065",1
12,"02/04/26 07:51:47","I",1,"1",,"0","A8N5232361065",1
12,"02/04/26 16:57:10","O",1,"1",,"0","A8N5232361065",1
12,"02/05/26 08:09:12","I",1,"1",,"0","A8N5232361065",1
12,"02/05/26 16:07:45","O",1,"1",,"0","A8N5232361065",1
12,"02/08/26 08:07:53","I",1,"1",,"0","A8N5232361065",1
12,"02/09/26 09:31:20","O",1,"1",,"0","A8N5232361065",1
12,"02/09/26 09:31:30","O",1,"1",,"0","A8N5232361065",1
12,"02/09/26 09:31:53","I",1,"1",,"0","A8N5232361065",1
12,"02/09/26 16:35:02","O",1,"1",,"0","A8N5232361065",1
12,"02/10/26 07:59:19","I",1,"1",,"0","A8N5232361065",1
12,"02/10/26 16:11:11","O",1,"1",,"0","A8N5232361065",1
12,"02/10/26 16:48:55","O",1,"1",,"0","A8N5232361065",1
12,"02/11/26 08:11:36","I",1,"1",,"0","A8N5232361065",1
12,"02/11/26 16:26:54","O",1,"1",,"0","A8N5232361065",1
12,"02/12/26 08:09:06","I",1,"1",,"0","A8N5232361065",1
12,"02/12/26 17:05:33","O",1,"1",,"0","A8N5232361065",1
12,"02/15/26 08:11:12","I",1,"1",,"0","A8N5232361065",1
12,"02/15/26 16:08:00","O",1,"1",,"0","A8N5232361065",1
12,"02/16/26 08:07:21","I",1,"1",,"0","A8N5232361065",1
12,"02/16/26 17:20:51","O",1,"1",,"0","A8N5232361065",1
12,"02/17/26 08:03:30","I",1,"1",,"0","A8N5232361065",1
12,"02/18/26 08:07:23","I",1,"1",,"0","A8N5232361065",1
12,"02/19/26 15:01:19","O",1,"1",,"0","A8N5232361065",1
12,"02/22/26 07:53:47","I",1,"1",,"0","A8N5232361065",1
12,"02/22/26 15:04:42","O",1,"1",,"0","A8N5232361065",1
12,"02/23/26 15:59:37","O",1,"1",,"0","A8N5232361065",1
12,"02/24/26 08:17:08","I",1,"1",,"0","A8N5232361065",1
12,"02/25/26 08:24:45","I",1,"1",,"0","A8N5232361065",1
12,"02/26/26 07:54:17","O",1,"1",,"0","A8N5232361065",1
12,"03/01/26 08:21:19","O",1,"1",,"0","A8N5232361065",1
12,"03/01/26 15:30:02","O",1,"1",,"0","A8N5232361065",1
12,"03/04/26 08:04:07","I",1,"1",,"0","A8N5232361065",1
12,"03/04/26 15:32:48","O",1,"1",,"0","A8N5232361065",1
12,"03/05/26 08:16:48","O",1,"1",,"0","A8N5232361065",1
12,"03/05/26 15:36:13","O",1,"1",,"0","A8N5232361065",1
12,"03/09/26 14:48:28","I",1,"1",,"0","A8N5232361065",1
12,"03/10/26 08:26:45","I",1,"1",,"0","A8N5232361065",1
12,"03/12/26 16:12:35","O",1,"1",,"0","A8N5232361065",1
12,"03/18/26 07:58:16","I",1,"1",,"0","A8N5232361065",1
12,"03/18/26 15:10:48","O",1,"1",,"0","A8N5232361065",1
12,"03/19/26 14:58:47","O",1,"1",,"0","A8N5232361065",1
12,"03/22/26 08:24:18","I",1,"1",,"0","A8N5232361065",1
12,"03/23/26 07:58:08","I",1,"1",,"0","A8N5232361065",1
12,"03/23/26 16:19:07","O",1,"1",,"0","A8N5232361065",1
12,"03/24/26 08:09:09","O",1,"1",,"0","A8N5232361065",1
12,"03/24/26 08:09:12","O",1,"1",,"0","A8N5232361065",1
12,"03/24/26 16:22:25","O",1,"1",,"0","A8N5232361065",1
12,"03/25/26 08:08:08","I",1,"1",,"0","A8N5232361065",1
12,"03/26/26 07:59:21","I",1,"1",,"0","A8N5232361065",1
12,"03/26/26 07:59:22","I",1,"1",,"0","A8N5232361065",1
12,"03/26/26 17:06:33","O",1,"1",,"0","A8N5232361065",1
12,"03/29/26 07:51:00","I",1,"1",,"0","A8N5232361065",1
12,"03/29/26 16:01:51","O",1,"1",,"0","A8N5232361065",1
12,"03/30/26 07:50:30","I",1,"1",,"0","A8N5232361065",1
12,"03/31/26 07:50:25","I",1,"1",,"0","A8N5232361065",1
12,"03/31/26 16:48:22","O",1,"1",,"0","A8N5232361065",1
12,"04/02/26 07:46:46","O",1,"1",,"0","A8N5232361065",1
12,"04/02/26 16:08:58","O",1,"1",,"0","A8N5232361065",1
12,"04/04/26 07:46:41","I",1,"1",,"0","A8N5232361065",1
12,"04/04/26 15:47:23","O",1,"1",,"0","A8N5232361065",1
12,"04/05/26 07:08:51","I",1,"1",,"0","A8N5232361065",1
12,"04/05/26 15:48:41","O",1,"1",,"0","A8N5232361065",1
12,"04/06/26 08:08:44","I",1,"1",,"0","A8N5232361065",1
12,"04/07/26 08:01:13","O",1,"1",,"0","A8N5232361065",1
13,"02/06/25 08:09:28","I",1,"1",,"0","A8N5232361065",1
13,"02/07/25 08:14:55","I",1,"1",,"0","A8N5232361065",1
13,"02/10/25 08:16:48","I",1,"1",,"0","A8N5232361065",1
13,"02/11/25 08:08:00","I",1,"1",,"0","A8N5232361065",1
13,"02/14/25 08:16:54","I",1,"1",,"0","A8N5232361065",1
13,"02/15/25 08:09:55","I",1,"1",,"0","A8N5232361065",1
13,"02/18/25 09:58:08","I",1,"1",,"0","A8N5232361065",1
13,"02/19/25 08:17:37","I",1,"1",,"0","A8N5232361065",1
13,"02/22/25 08:07:10","I",1,"1",,"0","A8N5232361065",1
13,"02/23/25 08:11:15","I",1,"1",,"0","A8N5232361065",1
13,"02/26/25 07:55:59","O",1,"1",,"0","A8N5232361065",1
13,"02/26/25 07:56:01","O",1,"1",,"0","A8N5232361065",1
13,"02/27/25 08:12:49","I",1,"1",,"0","A8N5232361065",1
13,"02/27/25 08:12:51","I",1,"1",,"0","A8N5232361065",1
13,"03/02/25 08:18:22","I",1,"1",,"0","A8N5232361065",1
13,"03/03/25 08:03:34","I",1,"1",,"0","A8N5232361065",1
13,"03/06/25 08:06:15","O",1,"1",,"0","A8N5232361065",1
13,"03/07/25 08:04:01","I",1,"1",,"0","A8N5232361065",1
13,"03/11/25 08:11:19","I",1,"1",,"0","A8N5232361065",1
13,"03/14/25 08:09:33","I",1,"1",,"0","A8N5232361065",1
13,"03/18/25 07:55:33","I",1,"1",,"0","A8N5232361065",1
13,"03/19/25 08:19:53","I",1,"1",,"0","A8N5232361065",1
13,"03/22/25 08:11:44","I",1,"1",,"0","A8N5232361065",1
13,"03/22/25 08:11:51","I",1,"1",,"0","A8N5232361065",1
13,"03/23/25 09:40:27","I",1,"1",,"0","A8N5232361065",1
13,"03/26/25 08:00:33","I",1,"1",,"0","A8N5232361065",1
13,"03/29/25 08:33:23","O",1,"1",,"0","A8N5232361065",1
13,"04/03/25 08:18:38","I",1,"1",,"0","A8N5232361065",1
13,"04/04/25 08:42:27","I",1,"1",,"0","A8N5232361065",1
13,"04/04/25 08:42:49","O",1,"1",,"0","A8N5232361065",1
13,"04/07/25 08:23:53","O",1,"1",,"0","A8N5232361065",1
13,"04/08/25 09:05:04","O",1,"1",,"0","A8N5232361065",1
13,"04/11/25 08:28:00","I",1,"1",,"0","A8N5232361065",1
13,"04/15/25 08:25:29","I",1,"1",,"0","A8N5232361065",1
13,"04/15/25 08:25:31","I",1,"1",,"0","A8N5232361065",1
13,"04/16/25 08:44:22","I",1,"1",,"0","A8N5232361065",1
13,"04/19/25 08:10:01","O",1,"1",,"0","A8N5232361065",1
13,"04/19/25 08:10:02","O",1,"1",,"0","A8N5232361065",1
13,"04/20/25 08:25:22","O",1,"1",,"0","A8N5232361065",1
13,"04/23/25 08:13:47","O",1,"1",,"0","A8N5232361065",1
13,"04/24/25 08:55:43","O",1,"1",,"0","A8N5232361065",1
13,"04/27/25 08:06:51","I",1,"1",,"0","A8N5232361065",1
13,"04/28/25 08:10:08","O",1,"1",,"0","A8N5232361065",1
13,"05/01/25 08:06:14","I",1,"1",,"0","A8N5232361065",1
13,"05/02/25 08:45:03","I",1,"1",,"0","A8N5232361065",1
13,"05/05/25 07:57:50","I",1,"1",,"0","A8N5232361065",1
13,"05/06/25 08:09:43","O",1,"1",,"0","A8N5232361065",1
13,"05/09/25 08:09:50","I",1,"1",,"0","A8N5232361065",1
13,"05/10/25 08:55:10","O",1,"1",,"0","A8N5232361065",1
13,"05/13/25 08:11:11","I",1,"1",,"0","A8N5232361065",1
13,"05/14/25 08:03:43","O",1,"1",,"0","A8N5232361065",1
13,"05/17/25 08:32:51","O",1,"1",,"0","A8N5232361065",1
13,"05/18/25 08:01:26","I",1,"1",,"0","A8N5232361065",1
13,"05/18/25 08:01:28","I",1,"1",,"0","A8N5232361065",1
13,"05/21/25 07:58:24","I",1,"1",,"0","A8N5232361065",1
13,"05/22/25 07:56:28","I",1,"1",,"0","A8N5232361065",1
13,"05/25/25 08:08:59","I",1,"1",,"0","A8N5232361065",1
13,"05/26/25 09:08:44","I",1,"1",,"0","A8N5232361065",1
13,"05/26/25 09:09:11","O",1,"1",,"0","A8N5232361065",1
13,"05/29/25 07:59:55","I",1,"1",,"0","A8N5232361065",1
13,"05/30/25 07:50:32","O",1,"1",,"0","A8N5232361065",1
13,"05/30/25 07:50:45","O",1,"1",,"0","A8N5232361065",1
13,"06/02/25 08:04:00","I",1,"1",,"0","A8N5232361065",1
13,"06/03/25 08:18:28","O",1,"1",,"0","A8N5232361065",1
13,"06/06/25 09:36:53","O",1,"1",,"0","A8N5232361065",1
13,"06/10/25 08:12:32","I",1,"1",,"0","A8N5232361065",1
13,"06/14/25 08:01:04","O",1,"1",,"0","A8N5232361065",1
13,"06/15/25 09:44:30","I",1,"1",,"0","A8N5232361065",1
13,"06/15/25 09:44:45","O",1,"1",,"0","A8N5232361065",1
13,"06/18/25 08:07:03","O",1,"1",,"0","A8N5232361065",1
13,"06/18/25 08:07:13","I",1,"1",,"0","A8N5232361065",1
13,"06/18/25 08:07:22","I",1,"1",,"0","A8N5232361065",1
13,"06/19/25 08:07:38","O",1,"1",,"0","A8N5232361065",1
13,"06/22/25 08:31:38","O",1,"1",,"0","A8N5232361065",1
13,"06/23/25 08:00:14","O",1,"1",,"0","A8N5232361065",1
13,"06/26/25 08:19:49","I",1,"1",,"0","A8N5232361065",1
13,"06/27/25 08:29:45","O",1,"1",,"0","A8N5232361065",1
13,"06/30/25 07:58:06","I",1,"1",,"0","A8N5232361065",1
13,"07/01/25 09:11:00","O",1,"1",,"0","A8N5232361065",1
13,"07/04/25 08:18:03","O",1,"1",,"0","A8N5232361065",1
13,"07/05/25 08:01:48","O",1,"1",,"0","A8N5232361065",1
13,"07/08/25 08:06:51","I",1,"1",,"0","A8N5232361065",1
13,"07/12/25 08:15:37","I",1,"1",,"0","A8N5232361065",1
13,"07/13/25 08:04:45","I",1,"1",,"0","A8N5232361065",1
13,"07/13/25 08:05:12","O",1,"1",,"0","A8N5232361065",1
13,"07/16/25 08:16:47","I",1,"1",,"0","A8N5232361065",1
13,"07/17/25 08:15:43","O",1,"1",,"0","A8N5232361065",1
13,"07/20/25 08:22:34","O",1,"1",,"0","A8N5232361065",1
13,"07/20/25 08:22:39","O",1,"1",,"0","A8N5232361065",1
13,"07/20/25 08:22:47","I",1,"1",,"0","A8N5232361065",1
13,"07/21/25 08:11:50","O",1,"1",,"0","A8N5232361065",1
13,"07/24/25 08:18:01","I",1,"1",,"0","A8N5232361065",1
13,"07/28/25 08:15:43","I",1,"1",,"0","A8N5232361065",1
13,"07/29/25 08:13:27","O",1,"1",,"0","A8N5232361065",1
13,"08/17/25 08:17:49","I",1,"1",,"0","A8N5232361065",1
13,"08/21/25 08:08:44","O",1,"1",,"0","A8N5232361065",1
13,"08/22/25 09:22:53","O",1,"1",,"0","A8N5232361065",1
13,"08/25/25 08:10:03","I",1,"1",,"0","A8N5232361065",1
13,"08/26/25 07:42:58","I",1,"1",,"0","A8N5232361065",1
13,"08/26/25 07:43:09","O",1,"1",,"0","A8N5232361065",1
13,"08/29/25 08:12:10","O",1,"1",,"0","A8N5232361065",1
13,"08/29/25 08:12:18","I",1,"1",,"0","A8N5232361065",1
13,"08/30/25 08:05:02","O",1,"1",,"0","A8N5232361065",1
13,"09/02/25 08:48:12","O",1,"1",,"0","A8N5232361065",1
13,"09/03/25 08:40:24","O",1,"1",,"0","A8N5232361065",1
13,"09/06/25 08:17:35","I",1,"1",,"0","A8N5232361065",1
13,"09/10/25 08:18:15","O",1,"1",,"0","A8N5232361065",1
13,"09/10/25 08:18:24","I",1,"1",,"0","A8N5232361065",1
13,"09/14/25 08:14:29","I",1,"1",,"0","A8N5232361065",1
13,"09/15/25 08:13:44","O",1,"1",,"0","A8N5232361065",1
13,"09/18/25 08:08:29","O",1,"1",,"0","A8N5232361065",1
13,"09/19/25 08:26:12","O",1,"1",,"0","A8N5232361065",1
13,"09/22/25 08:18:08","I",1,"1",,"0","A8N5232361065",1
13,"09/23/25 08:07:54","I",1,"1",,"0","A8N5232361065",1
13,"09/26/25 08:25:14","I",1,"1",,"0","A8N5232361065",1
13,"09/30/25 08:13:46","I",1,"1",,"0","A8N5232361065",1
13,"10/01/25 07:54:10","O",1,"1",,"0","A8N5232361065",1
13,"10/04/25 08:38:22","O",1,"1",,"0","A8N5232361065",1
13,"10/05/25 08:01:05","O",1,"1",,"0","A8N5232361065",1
13,"10/09/25 08:07:52","O",1,"1",,"0","A8N5232361065",1
13,"10/09/25 08:08:09","I",1,"1",,"0","A8N5232361065",1
13,"10/09/25 08:08:25","O",1,"1",,"0","A8N5232361065",1
13,"10/12/25 08:16:21","I",1,"1",,"0","A8N5232361065",1
13,"10/16/25 08:09:38","I",1,"1",,"0","A8N5232361065",1
13,"10/17/25 08:20:00","O",1,"1",,"0","A8N5232361065",1
13,"10/20/25 08:16:47","I",1,"1",,"0","A8N5232361065",1
13,"10/21/25 08:00:56","O",1,"1",,"0","A8N5232361065",1
13,"10/24/25 08:33:35","I",1,"1",,"0","A8N5232361065",1
13,"10/25/25 08:23:35","O",1,"1",,"0","A8N5232361065",1
13,"10/28/25 08:14:28","I",1,"1",,"0","A8N5232361065",1
13,"11/01/25 08:05:29","I",1,"1",,"0","A8N5232361065",1
13,"11/02/25 08:07:39","I",1,"1",,"0","A8N5232361065",1
13,"11/02/25 08:07:54","O",1,"1",,"0","A8N5232361065",1
13,"11/05/25 08:10:13","I",1,"1",,"0","A8N5232361065",1
13,"11/06/25 08:13:47","I",1,"1",,"0","A8N5232361065",1
13,"11/06/25 08:13:55","O",1,"1",,"0","A8N5232361065",1
13,"11/09/25 08:09:06","O",1,"1",,"0","A8N5232361065",1
13,"11/10/25 08:17:05","O",1,"1",,"0","A8N5232361065",1
13,"11/13/25 08:21:05","I",1,"1",,"0","A8N5232361065",1
13,"11/14/25 09:26:12","O",1,"1",,"0","A8N5232361065",1
13,"11/17/25 08:06:02","I",1,"1",,"0","A8N5232361065",1
13,"11/18/25 08:14:08","O",1,"1",,"0","A8N5232361065",1
13,"11/21/25 08:09:35","I",1,"1",,"0","A8N5232361065",1
13,"11/22/25 08:15:36","O",1,"1",,"0","A8N5232361065",1
13,"11/25/25 08:10:11","I",1,"1",,"0","A8N5232361065",1
13,"11/26/25 08:04:07","O",1,"1",,"0","A8N5232361065",1
13,"11/29/25 08:16:55","I",1,"1",,"0","A8N5232361065",1
13,"12/03/25 08:21:05","I",1,"1",,"0","A8N5232361065",1
13,"12/04/25 07:55:37","O",1,"1",,"0","A8N5232361065",1
13,"12/07/25 08:13:08","I",1,"1",,"0","A8N5232361065",1
13,"12/12/25 08:38:28","O",1,"1",,"0","A8N5232361065",1
13,"12/15/25 08:16:39","I",1,"1",,"0","A8N5232361065",1
13,"12/16/25 08:32:13","O",1,"1",,"0","A8N5232361065",1
13,"12/19/25 08:10:46","I",1,"1",,"0","A8N5232361065",1
13,"12/20/25 08:05:30","O",1,"1",,"0","A8N5232361065",1
13,"12/23/25 08:07:52","O",1,"1",,"0","A8N5232361065",1
13,"12/23/25 08:08:04","I",1,"1",,"0","A8N5232361065",1
13,"12/23/25 08:08:05","I",1,"1",,"0","A8N5232361065",1
13,"12/24/25 08:02:06","O",1,"1",,"0","A8N5232361065",1
13,"12/27/25 08:24:36","I",1,"1",,"0","A8N5232361065",1
13,"12/28/25 08:12:17","O",1,"1",,"0","A8N5232361065",1
13,"12/31/25 08:12:40","I",1,"1",,"0","A8N5232361065",1
13,"01/01/26 09:37:13","O",1,"1",,"0","A8N5232361065",1
13,"01/04/26 08:05:37","I",1,"1",,"0","A8N5232361065",1
13,"01/05/26 08:39:35","O",1,"1",,"0","A8N5232361065",1
13,"01/08/26 08:17:39","I",1,"1",,"0","A8N5232361065",1
13,"01/09/26 08:11:31","O",1,"1",,"0","A8N5232361065",1
13,"01/12/26 08:19:59","I",1,"1",,"0","A8N5232361065",1
13,"01/13/26 08:05:22","O",1,"1",,"0","A8N5232361065",1
13,"01/16/26 08:21:51","I",1,"1",,"0","A8N5232361065",1
13,"01/17/26 08:02:44","O",1,"1",,"0","A8N5232361065",1
13,"01/20/26 08:19:52","I",1,"1",,"0","A8N5232361065",1
13,"01/21/26 08:26:38","O",1,"1",,"0","A8N5232361065",1
13,"01/24/26 08:19:49","I",1,"1",,"0","A8N5232361065",1
13,"01/25/26 08:11:31","O",1,"1",,"0","A8N5232361065",1
13,"01/28/26 08:09:58","I",1,"1",,"0","A8N5232361065",1
13,"01/29/26 08:23:48","O",1,"1",,"0","A8N5232361065",1
13,"02/01/26 08:10:54","I",1,"1",,"0","A8N5232361065",1
13,"02/02/26 08:21:04","O",1,"1",,"0","A8N5232361065",1
13,"02/05/26 08:18:40","I",1,"1",,"0","A8N5232361065",1
13,"02/06/26 08:23:33","O",1,"1",,"0","A8N5232361065",1
13,"02/09/26 08:29:12","I",1,"1",,"0","A8N5232361065",1
13,"02/13/26 08:14:51","I",1,"1",,"0","A8N5232361065",1
13,"02/14/26 08:07:35","O",1,"1",,"0","A8N5232361065",1
13,"02/17/26 08:18:41","I",1,"1",,"0","A8N5232361065",1
13,"02/18/26 08:16:41","O",1,"1",,"0","A8N5232361065",1
13,"02/21/26 08:30:29","I",1,"1",,"0","A8N5232361065",1
13,"02/22/26 08:09:09","O",1,"1",,"0","A8N5232361065",1
13,"02/25/26 08:36:00","I",1,"1",,"0","A8N5232361065",1
13,"02/26/26 08:12:16","O",1,"1",,"0","A8N5232361065",1
13,"03/01/26 08:14:47","I",1,"1",,"0","A8N5232361065",1
13,"03/02/26 08:34:34","O",1,"1",,"0","A8N5232361065",1
13,"03/05/26 08:27:45","I",1,"1",,"0","A8N5232361065",1
13,"03/06/26 11:20:53","O",1,"1",,"0","A8N5232361065",1
13,"03/09/26 08:15:58","I",1,"1",,"0","A8N5232361065",1
13,"03/10/26 08:09:09","O",1,"1",,"0","A8N5232361065",1
13,"03/13/26 08:11:56","I",1,"1",,"0","A8N5232361065",1
13,"03/14/26 08:15:05","O",1,"1",,"0","A8N5232361065",1
13,"03/17/26 08:29:48","I",1,"1",,"0","A8N5232361065",1
13,"03/18/26 08:09:04","O",1,"1",,"0","A8N5232361065",1
13,"03/21/26 08:29:43","I",1,"1",,"0","A8N5232361065",1
13,"03/22/26 08:53:39","O",1,"1",,"0","A8N5232361065",1
13,"03/25/26 08:25:27","I",1,"1",,"0","A8N5232361065",1
13,"03/29/26 08:22:47","I",1,"1",,"0","A8N5232361065",1
13,"03/30/26 08:14:05","O",1,"1",,"0","A8N5232361065",1
13,"04/02/26 08:32:20","I",1,"1",,"0","A8N5232361065",1
13,"04/03/26 08:15:44","O",1,"1",,"0","A8N5232361065",1
14,"02/06/25 08:10:50","I",1,"1",,"0","A8N5232361065",1
14,"02/06/25 18:59:24","O",1,"1",,"0","A8N5232361065",1
14,"02/07/25 07:41:32","O",1,"1",,"0","A8N5232361065",1
14,"02/09/25 07:07:53","O",1,"1",,"0","A8N5232361065",1
14,"02/09/25 18:31:12","O",1,"1",,"0","A8N5232361065",1
14,"02/10/25 07:13:28","O",1,"1",,"0","A8N5232361065",1
14,"02/10/25 18:53:48","O",1,"1",,"0","A8N5232361065",1
14,"02/11/25 07:03:23","O",1,"1",,"0","A8N5232361065",1
14,"02/11/25 18:45:16","O",1,"1",,"0","A8N5232361065",1
14,"02/12/25 07:26:06","O",1,"1",,"0","A8N5232361065",1
14,"02/12/25 19:24:35","O",1,"1",,"0","A8N5232361065",1
14,"02/13/25 07:04:45","O",1,"1",,"0","A8N5232361065",1
14,"02/13/25 19:34:39","O",1,"1",,"0","A8N5232361065",1
14,"02/13/25 19:34:41","O",1,"1",,"0","A8N5232361065",1
14,"02/14/25 19:10:02","O",1,"1",,"0","A8N5232361065",1
14,"02/14/25 19:10:03","O",1,"1",,"0","A8N5232361065",1
14,"02/15/25 19:14:05","O",1,"1",,"0","A8N5232361065",1
14,"02/16/25 06:59:26","O",1,"1",,"0","A8N5232361065",1
14,"02/16/25 06:59:28","O",1,"1",,"0","A8N5232361065",1
14,"02/16/25 19:12:41","O",1,"1",,"0","A8N5232361065",1
14,"02/17/25 07:05:38","O",1,"1",,"0","A8N5232361065",1
14,"02/19/25 07:04:43","O",1,"1",,"0","A8N5232361065",1
14,"02/22/25 08:07:25","I",1,"1",,"0","A8N5232361065",1
14,"02/25/25 07:05:08","O",1,"1",,"0","A8N5232361065",1
14,"02/26/25 19:14:11","O",1,"1",,"0","A8N5232361065",1
14,"02/28/25 14:58:05","I",1,"1",,"0","A8N5232361065",1
14,"02/28/25 14:58:06","I",1,"1",,"0","A8N5232361065",1
14,"03/02/25 08:08:53","I",1,"1",,"0","A8N5232361065",1
14,"03/04/25 02:15:12","O",1,"1",,"0","A8N5232361065",1
14,"03/04/25 06:56:30","O",1,"1",,"0","A8N5232361065",1
14,"03/05/25 07:29:40","O",1,"1",,"0","A8N5232361065",1
14,"03/06/25 20:11:37","O",1,"1",,"0","A8N5232361065",1
14,"03/07/25 07:00:13","O",1,"1",,"0","A8N5232361065",1
14,"03/08/25 07:23:48","I",1,"1",,"0","A8N5232361065",1
14,"03/09/25 19:23:48","O",1,"1",,"0","A8N5232361065",1
14,"03/11/25 07:03:50","O",1,"1",,"0","A8N5232361065",1
14,"03/14/25 06:24:00","I",1,"1",,"0","A8N5232361065",1
14,"03/16/25 01:11:14","O",1,"1",,"0","A8N5232361065",1
